"dia_semana"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"S�bado"
"Sexta"
"S�bado"
"S�bado"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"S�bado"
"S�bado"
"Sexta"
"Sexta"
"S�bado"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"Sexta"
"S�bado"
"Sexta"
"Sexta"
"Sexta"
"S�bado"
"S�bado"
"Sexta"
"S�bado"
"Sexta"
"S�bado"
